"标题","摘要","作者","链接","发表时间","","",""
"山奈提取物的新应用及包含山奈提取物的防晒化妆品","摘要：本发明公开了山奈提取物在防晒化妆品中的新应用及包含山奈提取物的化妆品,属于中药及化妆品领域。山奈提取物在UV-B区有很强的紫外吸收,吸收强度大,能有效地吸收阳光中的紫外线,防止人体皮肤晒红、晒伤、晒黑,也是光感皮炎的治疗药物,可作为防晒化妆品的防晒成分,与多种防晒剂复配,配制防晒护肤化妆品,制得的化妆品防晒指数高,且与化学防晒剂相比,安全性更好,不容易引起过敏反应。原料易得,山奈是南方地区特色药食同源植物,在广东、广西、云南等地有大量种植①","唯美度生物科技(深圳)有限公司
									;,中山大学
									;,唯美度科技(北京)有限公司
									;,中山市尤利卡天然药物有限公司","https://www.wanxiangyun.net/search/detail?id=cn201010263050","2011","","",""
"一种6-氟咪唑并吡啶衍生物的用途","摘要：本发明属于有机化合物用途领域,具体涉及一种6 氟咪唑并吡啶衍生物的用途。本发明提供的式I的6 氟咪唑并吡啶衍生物用于制备杀菌、抑菌日用品的用途,所述6 氟咪唑并吡啶衍生物应用于抑菌洗手液的用途,所述抑菌洗手液,兼具有去污、杀菌、护肤、抑菌多重功效,同时本发明提供的抑菌洗手液还具有良好的抗过敏效果,安全性高,具有良好的应用前景。","广东药科大学","https://www.wanxiangyun.net/search/detail?id=cn201811291365","2018","","",""
"【Title of corresponding document：CN109010157A】 Application of 6-fluoroimidazopyridine derivative","摘要：本发明属于有机化合物的应用领域，具体涉及6-氟咪唑吡啶衍生物的应用。表示为式I的6-氟咪唑吡啶衍生物可用于制备日常使用的杀菌和抑菌用品；式一如说明书所示；所述6-氟咪唑吡啶衍生物还可用于抑菌洗手液；本发明的抑菌洗手液具有去污、杀菌、保护皮肤、抑菌的多重功能；同时，本发明抗菌洗手液抗过敏效果好，安全性高，具有良好的应用前景。","GUANG DONG PHARMACEUTICAL UNIV","https://www.wanxiangyun.net/search/detail?id=wo2019cn00018","2020","","",""
"一种含有海棠果油的化妆品及其制备方法","摘要：本发明提供了一种含有海棠果油的化妆品,所述的海棠果油在化妆品中的质量百分比为1 5%,所述的肤用化妆品为护肤霜、乳液、或者护肤啫喱。本发明还提供了上述化妆品的制备方法。本发明采用的海棠果油由于具有较强的紫外吸收,且吸收范围较宽,与物理防晒剂二氧化钛共同使用时,具有明显的协同增效作用。因此将海棠果油作为一种防晒护肤剂应用在肤用化妆品中,最终所得的肤用化妆品天然安全,在增强肤用化妆品防晒效果的同时,还具有抗氧化作用等特点。","上海应用技术学院","https://www.wanxiangyun.net/search/detail?id=cn201610187473","2016","","",""
"用于化妆品的肽和组合物","摘要：本发明涉及具有抗氧化和亮白活性的肽家族;包含所述肽的化妆品组合物以及所述肽或化妆品组合物的化妆用途和方法⊙","利波特鲁有限公司","https://www.wanxiangyun.net/search/detail?id=cn201880007041","2019","","",""
"【Title of corresponding document：WO2019068590A1】 NATURAL CREAMER WITH HIGH TOLERANCE TO ACIDITY AND MINERALS IN BEVERAGE","摘要：提供天然面霜，为饮料和食品提供美白和放纵的质地/口感。当添加到饮料和食品中时，所述面霜具有长期稳定性、高美白能力和令人愉悦的口感，同时不含人工添加剂，所述面霜包含植物油和植物蛋白质，并且进一步特征在于所述面霜包含小苏打和柑橘浓缩果汁，其中，柑橘果汁浓缩物包含包含柠檬酸和苹果酸的酸组分","СОСЬЕТЕДЕПРОДЮИНЕСТЛЕС.А.","https://www.wanxiangyun.net/search/detail?id=ru20200112856","2021","","",""
"一种养胃饼干的制备方法","摘要：本发明公开了一种养胃饼干的制备方法,具体包括原料的准备、称取、混合、切分以及烘烤等几个步骤;其中,原料有事先做充分的处理,之后的烘烤温度优选的为160℃,烘烤时间为15min。本发明所得养胃饼干具有养胃功效,并且制作简单,成本绿色,为健康佳品。","赖婷婷","https://www.wanxiangyun.net/search/detail?id=cn201610465590","2018","","",""
"一种可预防和缓解糖尿病的小米窝头及其制备方法","摘要：本发明公开了一种可预防和缓解糖尿病的小米窝头及其制备方法,其由小米和黄豆按照重量比7:3制成。本发明在小米中加入黄豆制成的小米窝头,不仅加工过程中无任何添加剂,确保健康安全,且制成的小米窝头色泽呈金黄色、香味浓郁,口感散爽而不腻,营养价值丰富,为黄豆或小米的加工制品提供了新的选择;并且本发明制得的小米窝头为具有一定的保健功能健康食品,长期食用,可对糖尿病和高血糖具有预防和缓解的作用,不仅适用于普通人,也为糖尿病及其高血糖患者可食用的食品增加了更多的选择,非常值得推广。","王富海","https://www.wanxiangyun.net/search/detail?id=cn202110832736","2021","","",""
"一种释放远红外生物质润肤露的制备方法及其产品","摘要：本发明公开了一种释放远红外生物质润肤露的制备方法及其产品,所述的释放远红外生物质润肤露由如下重量份数的原料组成:生物质防冻提取物9~11.5份、软化剂4~6.5份、生物质保湿剂13~18份、生物基固化颗粒0.5~3份、天然维生素1~2.5份、溶剂88.5~102.5份。本发明的释放远红外生物质润肤露以多种天然生物基环保成分为主要原料,温和亲肤,吸收迅速,保湿效果长效显著,还具备释放远红外的附加保健功能,适合所有肤质人群在冬季寒冷气候下使用。","南京承奕科技有限公司","https://www.wanxiangyun.net/search/detail?id=cn202011129631","2021","","",""
"全天然无毒产品技术","摘要：本发明提供了一种革新的全天然无毒产品技术,所有原料全部采用天然或天然生物提取物或微生物及其发酵产物,并通过专业的人体贴斑测试、人类呼吸系统敏感性测试、细胞毒性测试3重筛选出无毒的原料,解决了传统化学添加剂及某些有毒或未知天然类原料的致敏、致癌、致病、致遗传基因改变等问题,所取得的有益效果是:利用本发明的技术所制造出的全天然食品、全天然保健品、全天然药品、全天然化妆品、全天然染料、全天然涂料、全天然服装、全天然饰品、全天然鞋子等都是对人体无毒的,比现有的天然和化工添加剂产品安全性高的多。","万允志","https://www.wanxiangyun.net/search/detail?id=cn201810626523","2018","","",""
"包装的口腔护理器具的系统","摘要：一种颜色编码的口腔护理器具包装系统。在一个实施方案中,所述系统包括第一包装的口腔护理器具,其包括包装和定位于所述包装内的具有带第一特性的牙齿清洁元件区的口腔护理器具。所述系统也包括第二包装的口腔护理器具,其包括包装和定位于所述包装内的具有带第二特性的牙齿清洁区的口腔护理器具。第一包装包括用选择来表示所述第一特性的第一颜色进行颜色编码的第一指定区域。第二包装包括用选择来表示所述第二特性的第二颜色进行颜色编码的第二指定区域。","高露洁-棕榄公司","https://www.wanxiangyun.net/search/detail?id=cn201480079732","2017","","",""
"一种抗幽门螺旋杆菌牙膏及其制备方法","摘要：本发明涉及一种抗幽门螺旋杆菌牙膏及其制备方法,所述抗幽门螺旋杆菌牙膏以黄连提取物和鱼腥草提取物、山梨糖醇、甘油、黄原胶等为原料,经混合后制得所述抗幽门螺旋杆菌牙膏。本发明所述抗幽门螺旋杆菌牙膏,通过每天刷牙可预防和治疗幽门螺旋杆菌感染,具有较好的抗幽门螺旋杆菌的功效;添加了高摩擦力的二氧化硅,能够有效去除牙齿表面污渍,使牙齿更加洁白;增加了百里香精油、肉桂精油、尤加利精油和茶树精油四种具有杀菌效果的精油,使成品的杀菌效果更好⊙","广东立爽生物科技有限公司","https://www.wanxiangyun.net/search/detail?id=cn202010380514","2020","","",""
"含酵母菌发酵产物提取物组合物的牙膏及其制备方法","摘要：本发明公开了含有酵母菌发酵产物提取物的牙膏及其制备方法,所述牙膏的膏体中含有酵母菌发酵产物提取物或含有酵母菌发酵产物提取物的组合物。本发明所提供的含酵母菌发酵产物提取物的组合物的牙膏,含有多种有益口腔健康的营养成分和生物活性物质,在刷牙过程中,可以被口腔粘膜所吸收,补充营养,起到维护牙龈和口腔健康的功效。","安徽丽润科技有限公司","https://www.wanxiangyun.net/search/detail?id=cn202111116093","2022","","",""
"Plaque buster system","摘要：牙菌斑清除系统用于去除污渍、美白牙齿和假牙，以及清洁舌头和漱口。干粉形式的成分包括小苏打加维生素C/抗坏血酸加薄荷粉。容器/分配器接收并分配组合物","RALPH CLEMON W","https://www.wanxiangyun.net/search/detail?id=us20100799302","2013","","",""
"支撑式混料称重装置","摘要：本实用新型公开了称重技术领域的支撑式混料称重装置,包括底板,底板上端固定连接有支撑杆,支撑杆的上端固定连接有支撑板,支撑板的上端固定连接有传感器垫片,传感器垫片的上端固定连接有重量传感器,传感器垫片的上端固定连接有放置板,放置板的上端固定连接有支撑座,支撑座的前端固定连接有电机,支撑座后端固定连接有轴承座,轴承座的后端固定连接有稳定板,稳定板内部转动连接有转轴,转轴与阀体之间为转动连接,转轴前端与电机的出轴端固定连接,本实用新型结构简单,成本低,只需要简单操作就可以达到提高测量精准度的目的。","广东崧山智能科技有限公司","https://www.wanxiangyun.net/search/detail?id=cn202120640117","2021","","",""
"用于制作牙套的膜片及牙套","摘要：本实用新型涉及一种用于制作牙套的膜片及牙套,该膜片包括一片体,所述片体包括对接连接的至少两个部分,所述的至少两个部分的硬度不同。本实用新型提供的膜片具有至少两个硬度,该硬度可根据所需的矫治力度进行设计,且不同硬度所在的区域也可根据牙齿实际情况进行设计,实现了针对不同矫治力度设计具有对应硬度的片体部分,这样根据该片体制成牙套后,能够为对应的牙齿部位提供相适应的矫治力度,从而提高矫正效果,且能够缩短矫治周期。","上海允泉新材料科技有限公司","https://www.wanxiangyun.net/search/detail?id=cn201922070885","2021","","",""
"稳定的维生素B6衍生物","摘要：本发明提供了以下述通式(I)表示的化合物或其盐,以及含有上述化合物或其盐的用于化妆品、医药、食品和/或饲料的组合物;下述通式(I)中,R1表示糖基、磷酸基或与R2键合的环状磷酸基,R2表示-CH2OH、-CHO、-CH2NH2、-CH2-氨基酸残基或-CH2-OPO2H,R3表示氢原子或-PO3H2。","第一精密化学株式会社","https://www.wanxiangyun.net/search/detail?id=cn200480028719","2006","","",""
"具有含不同口腔保健添加物之索股组件的螺旋刷毛、及包含该螺旋刷毛的口腔保健器具","摘要：一口腔保健器具包括至少一螺旋刷毛。在一形态中，本发明可为一口腔保健器具，其具有一握柄；一头，其耦合至握柄；至少一刷毛簇，其从头延伸，至少一刷毛簇包含至少一螺旋刷毛，至少一螺旋刷毛包含交缠在一起形成至少一螺旋刷毛之经共同挤制的第一及第二索股组件；第一索股组件包含一第一塑胶及一第一口腔保健添加物；且第二索股组件包含一第二塑胶及一第二口腔保健添加物，其中第一口腔保健添加物不同於第二口腔保健添加物。 An oral care implement including at least one spiral bristle. In one aspect, the invention can be an oral care implement having a handle; a head coupled to the handle; at least one bristle tuft extending from the head, the at least one bristle tuft comprising at least one spiral bristle comprising coextruded first and second strand components that are intertwined together to form the at least one spiral bristle; the first strand component comprising a first plastic and a first oral care additive; and the second strand component comprising a second plastic and a second oral care additive, wherein the first oral care additive is different than the second oral care additive.","美国棕榄公司","https://www.wanxiangyun.net/search/detail?id=tw20140142948","2015","","",""
"发射电磁辐射之牙刷及牙膏系统","摘要：一种装置,包含与一活化纹理表面(activated textured surface)连接的一握把,其可实施来使用一重复性动作机制及一治疗能量源,像是一电磁辐射源。握把可用来提供探查、治疗及/或处理各种状况,包含像是牙齿变色、组织损伤、牙周病、肿瘤、疼痛、口臭及支气管炎。活化纹理表面可包含一表面图形,包含皱纹、刷毛、凸起或凹处,或其他表面帮助振动、清洁,或其他表面治疗。","生物雷射科技公司","https://www.wanxiangyun.net/search/detail?id=tw20060123769","2007","","",""
"一种维生素C钠泡腾制剂及其制备方法","摘要：本申请属于保健品领域,具体涉及一种维生素C钠泡腾制剂及其制备方法。本发明提供了一种维生素C钠泡腾制剂,包括酸性成分、碱性成分、填充剂、矫味剂、润滑剂、粘合剂和助崩剂;所述泡腾制剂为泡腾片剂或泡腾固体颗粒,稳定性好,无胃肠道刺激性,能有效作为维生素C的增补剂。本发明还公开了所述泡腾制剂的制备方法,制备方法操作简单,制得的维生素C钠泡腾制剂外观光洁平整,无起泡现象,而且泡腾粒度大,吸湿性低①","广东工业大学","https://www.wanxiangyun.net/search/detail?id=cn201610757642","2017","","",""
"用于制作牙套的膜片、牙套及制作牙套的方法","摘要：本发明涉及一种用于制作牙套的膜片、牙套及制作牙套的方法,该膜片包括一片体,所述片体包括对接连接的至少两个部分,所述的至少两个部分的硬度不同。本发明提供的膜片具有至少两个硬度,该硬度可根据所需的矫治力度进行设计,且不同硬度所在的区域也可根据牙齿实际情况进行设计,实现了针对不同矫治力度设计具有对应硬度的片体部分,这样根据该片体制成牙套后,能够为对应的牙齿部位提供相适应的矫治力度,从而提高矫正效果,且能够缩短矫治周期。","上海允泉新材料科技有限公司","https://www.wanxiangyun.net/search/detail?id=cn201911173010","2020","","",""
"一种抗皱淡斑面霜","摘要：本发明涉及一种抗皱淡斑面霜,由如下重量份组成:乳化剂15 25份;润肤油脂5 9份;保湿剂8 12份;抗皱淡斑成分1.0 3.5份;防腐剂0.20 0.35份;PH调节剂0.10 0.20份;溶剂50 65份。本发明具有保湿效果好、无植物提取物、无香精色素以及添加剂少的优点。","四川吉鼎科技有限公司","https://www.wanxiangyun.net/search/detail?id=cn201711362752","2019","","",""
"一种高磨擦高透明牙膏用二氧化硅及其制备方法","摘要：本发明属于牙膏用二氧化硅技术领域,具体涉及一种高磨擦高透明牙膏用二氧化硅及其制备方法。本发明制备方法包括S1、往反应罐中加入硫酸钠溶液,升温至60~65℃;S2、搅拌下加入硅酸钠溶液后升温至60~65℃,滴加硫酸溶液,当pH值为8.5~9.5时,停止加酸,陈化;S3、同时加入硅酸钠溶液和硫酸溶液进行反应,控制过程pH值为8.0~9.0,硅酸钠溶液添加完毕后,继续滴加硫酸溶液至pH值为4.5~5.0;S4、将形成的二氧化硅进行压滤,洗涤,喷雾干燥,气流破碎,得到二氧化硅。本发明二氧化硅在折光率1.448~1.460下透光率≥90%,铜耗值≥15mg,同时具备高折光率下高透光率和高磨擦清洁性能。","广州市飞雪材料科技有限公司","https://www.wanxiangyun.net/search/detail?id=cn201910010478","2019","","",""
"有效抑制牙石形成的口腔用组合物","摘要：本发明涉及用于抑制牙石形成的口腔用组合物,该组合物包含阴离子型金属离子封闭剂和阳离子型高分子,具体涉及在刷牙过程中由于磷酸盐类阴离子金属离子封闭剂和聚季铵盐类阳离子高分子形成凝聚层并附着于牙齿表面,使形成牙石的抑制成分的阴离子类金属离子封闭剂在漱口后仍然长时间地残留在口腔内的口腔用组合物。本发明的用于抑制牙石形成的口腔用组合物能够有效地防止在牙齿表面上形成牙石,同时能够维持牙膏的香味,提高牙膏的起泡能力。","株式会社爱茉莉太平洋","https://www.wanxiangyun.net/search/detail?id=cn201580075837","2017","","",""
"牙膏用高研磨性高透明二氧化硅及其制备方法","摘要：公开了一种牙膏用高研磨性高透明二氧化硅及其制备方法。该方法包括s1：向反应罐中加入硫酸钠溶液，升温至60-65℃；s2：在搅拌的同时加入硅酸钠溶液，升温至60-65℃，逐滴加入硫酸溶液，直至ph值达到8.5-9.5，停止加酸，使所得混合物老化；s3：同时加入硅酸钠溶液和硫酸溶液，使反应的ph值控制在8.0-9.0之间，当硅酸钠溶液加入完毕后，继续滴加硫酸溶液，直至ph值达到达到4.5至5.0；s4：将由此形成的二氧化硅进行压力过滤、洗涤、喷雾干燥和气流破碎以获得二氧化硅。通过该方法获得的二氧化硅在1.448到1.460的折射率范围内具有≥90%的透光率，并且铜损失值≥15mg，因此在高折射率下具有高透光率，并且同时具有高磨损和清洁性能。","GUANGZHOU FEIXUE MATERIAL TECH LTD","https://www.wanxiangyun.net/search/detail?id=wo2019cn92327","2020","","",""
"色谱分离的方法","摘要：本发明涉及一种从含有32种不同立体构型可能性的复杂混合物中分离特定立体异构体和对映异构体的装置,从而将立体异构体或对映异构体浓缩至高纯度。","宝洁公司","https://www.wanxiangyun.net/search/detail?id=cn201680059602","2018","","",""
"包含有机酸的组合的组合物","摘要：本发明提供了包含琥珀酸、乌头酸和载体的组合物,其中琥珀酸和乌头酸以约0.9:1至约40:1的比率存在。本发明还提供了破坏生物膜的方法,该方法包括将本发明的组合物施用到具有生物膜的表面。","强生消费者公司","https://www.wanxiangyun.net/search/detail?id=cn201680011906","2017","","",""
"一种口腔护理抑菌膏膏体的制备方法","摘要：本发明涉及一种口腔护理抑菌膏的制备方法,其包括如下步骤:A、将红没药醇、姜根提取物进行预混,充分混合,得到预混液A;B、调借预混液A的pH至6 7,将椰油酰胺丙基甜菜碱、月桂醇硫酸酯、戊二醇的混合物加入到预混液A中,搅拌均匀;C、加入增稠剂,混合均匀;D、将牙膏中的其他组分加入到步骤C所得到的混合物中,搅拌得到抑菌膏膏体,通过先将红没药醇和姜根提取物进行预混,并加入椰油酰胺丙基甜菜碱、月桂醇硫酸酯、戊二醇混合物提高红没药醇和姜根提取物的预混效果,提高抑菌膏膏体的使用效果。","苏州清馨健康科技有限公司","https://www.wanxiangyun.net/search/detail?id=cn202010160530","2020","","",""
"包含聚有机倍半硅氧烷颗粒的口腔护理组合物","摘要：本发明提供了口腔组合物,其包含聚有机倍半硅氧烷颗粒、优选聚甲基倍半硅氧烷颗粒、氟离子源和口服用载体。将此类组合物用于清洁和抛光牙釉质的方法,此类方法包括将此类口腔护理组合物施用于使用者的牙齿的步骤。","宝洁公司","https://www.wanxiangyun.net/search/detail?id=cn201480018946","2015","","",""
"热处理的沉淀二氧化硅","摘要：本发明公开用于热处理沉淀二氧化硅以改善稳定性的方法。包含此类热处理的沉淀二氧化硅研磨剂和亚锡离子源的口腔护理组合物。","宝洁公司","https://www.wanxiangyun.net/search/detail?id=cn201380057590","2015","","",""
"义齿粘合剂组合物和方法","摘要：本发明涉及义齿粘合剂组合物。所述义齿粘合剂组合物包含粘合剂组分和粘度指数改进剂。本发明还涉及与所述义齿粘合剂组合物相关的方法。","宝洁公司","https://www.wanxiangyun.net/search/detail?id=cn200980120280","2011","","",""
"具有覆盖构件的口腔护理器具","摘要：一种具有覆盖构件的口腔护理器具。在一方面,本发明是口腔护理器具,其包括:主体,所述主体包括柄部和联接到所述柄部的头部,所述头部包括第一联接元件,并且所述柄部包括第二联接元件;位于所述主体内的口腔护理材料的储备;位于所述头部上的出口;包括帽体部分、安装部分和第三联接元件的覆盖构件,所述覆盖构件在以下各项之间是可改变的:(1)第一状态,其中所述第一联接元件和所述第三联接元件彼此配合来将所述覆盖构件可拆卸地联接到所述头部,以密封所述出口;以及(2)第二状态,其中所述第二联接元件和所述第三联接元件彼此配合来将所述覆盖构件可拆卸地联接到所述柄部,以使得所述安装部分可以作为支座操作⊙","高露洁-棕榄公司","https://www.wanxiangyun.net/search/detail?id=cn201380081359","2016","","",""
"具有盖件之口腔保健器具（一）","摘要：本发明揭示一种具有一盖件的口腔保健器具。於一态样中，本发明系为一口腔保健器具，其包含：一主体，该主体包含一把手及一与该把手耦合的头部，该头部包含一第一耦合元件，以及该把手包含一第二耦合元件；一口腔保健材料之储藏系位设在该主体内；一出口其系位设在该头部上；一盖件其包含一帽盖部分、一安装部分及一第三耦合元件，该盖件系可在以下状态间改变的：(1)一第一状态，在该状态下该第一及第三耦合元件系相互配合，可脱离地将该盖件耦合至该头部，以将该出口密封；以及(2)一第二状态，在该状态下该第二及第三耦合元件系相互配合，可脱离地将该盖件耦合至该把手，因此该安装部分能够操作成为一台架。 An oral care implement having a cover member. In one aspect, the invention is an oral care implement comprising: a body comprising a handle and a head coupled the handle, the head comprising a first coupling element, and the handle comprising a second coupling element; a store of oral care material located within the body; an outlet located on the head; a cover member comprising a cap portion, a mounting portion, and a third coupling element, the cover member alterable between: (1) a first state in which the first and third coupling elements cooperate with one another to detachably couple the cover member to the head to seal the outlet; and (2) a second state in which the second and third coupling elements cooperate with one another to detachably couple the cover member to the handle so that the mounting portion can operate as a stand.","美国棕榄公司","https://www.wanxiangyun.net/search/detail?id=tw20140141898","2015","","",""
"【Title of corresponding document：CN102065752A】 Products and methods for disclosing conditions in the oral cavity","摘要：本发明公开了一种口腔卫生器具。口腔卫生器具可包括具有把手区域和头部区域的主体，头部具有从其延伸的清洁元件，以及布置在头部区域中的能源，其中能源能够提供波长在约380 nm到约700 nm之间的可见光，以及用于过滤从口腔部分反射的预定波长的可见光的装置，以及用于传输由来自公开剂的荧光产生的能量的装置。口腔卫生套件可包括能够突出口腔内状况的荧光剂，以及一个或多个具有能够提供电磁能的能源的口腔卫生设备和/或器具，以及用于过滤的设备。一种识别口腔内口腔状况的方法，其包括将口腔组合物施用于口腔，其中所述口腔组合物包含荧光剂，并且其中所述公开剂存在于所述口腔组合物中约0.001重量%至约10重量%，将来自能源的能量施加到口腔，以预定波长过滤来自口腔部分的反射可见光，并查看来自荧光剂的过滤可见光，其指示口腔内的状况","无","https://www.wanxiangyun.net/search/detail?id=hk20110107059","2012","","",""
"用于显示口腔中的病症的产品及方法","摘要：本发明公开了一种口腔卫生工具,所述口腔卫生工具可包括具有柄部区域和头部区域的主体、设置在所述头部区域中的能源、以及装置,所述头部具有从其延伸出的清洁元件,其中所述能源能够提供波长介于约380nm至约700nm之间的可见光,所述装置用于过滤由口腔的不同部分反射的预定波长的可见光以及用于透射来源于显示剂的荧光的能量。口腔卫生套盒可包括能够高亮显示口腔中的病症的荧光剂和具有能够提供电磁能的能源和滤波装置的一种或多种口腔卫生装置和/或工具。辨识口腔中的口腔病症的方法包括:将口腔组合物施用到口腔中,其中所述口腔组合物包含荧光剂并且显示剂在所述口腔组合物中的含量为约0.001重量%至约10重量%;由能源将能量施加到口腔中;在预定的波长下过滤来自口腔的不同部分反射的可见光;并且观察来自荧光剂的经过滤的可见光,所述经过滤的可见光标示了口腔中的病症。","宝洁公司","https://www.wanxiangyun.net/search/detail?id=cn200980123479","2011","","",""
"改善整体牙齿健康和外观的组合物和方法","摘要：本发明公开了口腔护理组合物和使用方法,所述组合物包含选定的表面活性有机磷酸酯化合物以提供牙齿保护作用,从而防止由化学物质如强效研磨剂和酸的作用造成的腐蚀。所述表面活性有机磷酸酯化合物对牙齿是亲和性的,磷酸酯基团与牙齿中的钙结合,从而防止与酸接触时因溶解而损失钙。有机磷酸酯化合物还沉积保护性表面覆盖层,所述覆盖层阻止牙齿与腐蚀性因素接触。所选的有机磷酸酯化合物包含一个或多个磷酸酯基团,并且在口腔护理组合物中与一种或多种氟化物离子试剂、优选选自季铵化合物和多价金属盐的抗微生物剂、抗牙结石剂和附加表面活性剂混合以提供有益效果,使得整体牙齿健康、结构完整性和外观得到改善,所述有益效果包括优异的抗腐蚀、防龋、抗牙斑和抗变色有益效果,如由增强的氟化物摄取、补充矿质、抗酸致脱矿质和抗微生物活性所体现。","宝洁公司","https://www.wanxiangyun.net/search/detail?id=cn200880129675","2011","","",""
"义齿粘合剂组合物","摘要：本发明提供了一种义齿粘合剂组合物,其具有义齿粘合剂组分和内聚助剂组分。所述内聚助剂组分可为一磷酸盐、二磷酸盐或三磷酸盐中的至少一种。","宝洁公司","https://www.wanxiangyun.net/search/detail?id=cn201280049827","2014","","",""
"【Title of corresponding document：CN102015028A】 Oral care composition containing oxidase enzyme","摘要：描述了包含氧化酶、聚乙烯亚胺和口服可接受载体的口腔护理组合物及其使用方法。该口腔护理组合物可应用于牙齿表面以产生过氧化物。","无","https://www.wanxiangyun.net/search/detail?id=hk20110108319","2012","","",""
"用于药物组合物的具有改善的稳定性和功效的脂肪族阴离子化合物和氧化性化合物","摘要：本文描述的一些实施方案提供了用于其药物和化妆品用途的多组分组合物和方法,包含脂肪族阴离子化合物、氧化性化合物和缓冲系统的组合。氟离子和其他载体的来源是可选成分。在存在或不存在氟离子源的情况下,脂肪族阴离子化合物和氧化性化合物一起起作用,以在使用前和使用时保护氧化性化合物免于降解,并增强组合物的功效。除了获得更高的稳定性外,脂肪族阴离子化合物、氧化性化合物和氟离子源的组合效果可以增强氟化物吸收,通过增强再矿化和减少脱矿质提高牙釉质保护,增加牙菌斑去除,减少牙菌斑多微生物膜的再生长,更大量的亚氯酸根离子可用性和唾液生物分子的有效氧化。","微纯股份有限公司","https://www.wanxiangyun.net/search/detail?id=cn201880002869","2019","","",""
"提供增强的清凉感觉的个人护理组合物","摘要：本发明所公开的是包含风味剂/香料体系的用于毛发、皮肤、口腔、咽喉和其它粘膜表面上的个人护理组合物,所述风味剂/香料体系包含一种或多种凉爽剂,其中由凉爽剂提供的令人愉快的凉爽和清新的感觉在更快的起始、更大的强度或效力和/或更长的持续时间方面被增强,从而改善了所述组合物对消费者的吸引力和可接受性。在一个实施方案中,本发明提供口腔护理组合物,所述组合物包含(a)风味剂组合物,所述组合物包含一种或多种非薄荷醇凉爽剂和任选的一种或多种附加的风味剂成分,(b)钙离子源和/或钙传输剂,所述钙离子源和/或钙传输剂足以加强和/或调节由一种或多种凉爽剂提供的凉爽和清新感觉,以及(c)口部可接受的载体。在应用至口腔时,所述组合物提供立即的清凉感觉起始,其持续超过约15分钟,从而提供持久的清洁和清新的口腔感觉并且促进了使用者的顺应性和所述组合物的重复使用。","宝洁公司","https://www.wanxiangyun.net/search/detail?id=cn200980146253","2011","","",""
"处理生物表面的方法","摘要：用电磁辐射处理生物表面的方法,电磁辐射是两种不同能级的光形式,具有主要能量在3.5eV至2.8eV的范围内的光子的第一光和具有主要能量在1.24eV到2.48eV范围内的光子的第二光。第一光和第二光的光子同时指向生物表面。本发明还考虑敏化剂在使用该方法的感染的局部处理中的用途。处理将实现良好的组织渗透。由于两种或多种不同能量的光子可以靶向不同区域的分子,因此可以同时对病原体的不同区域进行抗菌处理。","科伊特健康有限公司","https://www.wanxiangyun.net/search/detail?id=cn201980086077","2021","","",""
"可在消费产品中用作感觉剂的环己烷甲酰胺衍生物的合成","摘要：本发明公开了合成方法以制备由(S) 2 氨基酸主链或(R) 2 氨基酸主链构成的一系列甲酰胺,这取决于所需的最终产物的非对映体。","宝洁公司","https://www.wanxiangyun.net/search/detail?id=cn201680060840","2018","","",""
"通过抗菌剂和除臭剂的组合控制整体口腔恶臭","摘要：本文公开了有效控制口腔和气息恶臭的口腔护理组合物,所述口腔护理组合物包含药物可接受的载体、具有下列结构的化合物的抗菌剂和除臭剂或气味中和剂的组合,其中R1、R2、R3和R5可以是相同的或不同的,各自代表H、直链或支链的C1-C6烷基或烯基、苯基、-OH或-ORa;R4为-OH、-ORa、苯基、或直链或支链的C1-C6烷基或烯基;并且Ra为苯基或直链或支链的C1-C6烷基或烯基。所述气味中和剂还可包含一种或多种选自下列的附加的气味中和化合物:α-大马烯酮、α-异甲基紫罗酮、α-紫罗酮、β-紫罗酮、长叶薄荷酮、胡椒酮、香芹酮、辅酶Q10或肉桂醛。所述抗菌剂可包含以下的一种或混合物:选自十六烷基氯化吡啶十四烷基氯化吡啶N-十四烷基-4-乙基氯化吡啶或溴化度米芬的季铵化合物;金属离子如亚锡离子、锌离子或铜离子;氯己定;三氯生;三氯生单磷酸;或选择的精油。⊙","宝洁公司","https://www.wanxiangyun.net/search/detail?id=cn201180015897","2013","","",""
"【Title of corresponding document：CN101553403A】 Process for making non-uniform patterns of multiphase compositions","摘要：一种用液体组合物填充容器的方法，其包括至少两个视觉上不同的相，包括以下步骤：A.）使用具有初始填充率的分配器将所述液体组合物转移到容器中；b、 ）在所述步骤a中，以初始旋转速度和初始旋转方向旋转所述容器；c、 ）改变从以下组中选择的特征：所述容器的旋转速度、分配器的填充率和所述容器的旋转方向；以及所述特征的混合物，每个特征独立于所述容器的几何形状；以及d.）完成将所述液体组合物转移到所述容器中。","无","https://www.wanxiangyun.net/search/detail?id=hk20100103391","2010","","",""
